ds,yhat,yhat_lower,yhat_upper
2024-03-23,21.933923701380266,17.171758230121217,26.38733692588277
2024-03-24,20.946770768656176,15.83305980805842,25.634805639650388
2024-03-25,22.318896575702997,17.186492319049137,27.16145001291716
2024-03-26,22.252961132462225,17.563401492090577,27.249498421959366
2024-03-27,20.347021503193375,15.344523334434145,25.65582626381229
2024-03-28,20.817104892431242,15.916207753096357,25.55308263864161
2024-03-29,21.74693917993845,17.187278630005704,26.518814792691483
2024-03-30,22.293205948001017,17.703380376300405,27.230204965537972
2024-03-31,21.306053015277524,16.343011960559345,26.384898944883894
2024-04-01,22.678178822327865,17.944925132625013,27.34057518766572
2024-04-02,22.612243379091847,17.54151813836816,27.231737570148752
2024-04-03,20.706303749821934,15.481568729190395,25.837565236428087
2024-04-04,21.176387139053613,16.410832853352463,25.996949757455358
2024-04-05,22.106221426561476,16.943875546825282,27.146610752133135
2024-04-06,22.65248819462335,18.03722180755333,27.062244218202824
2024-04-07,21.665335261900534,17.083729331123678,26.450849331979896
2024-04-08,23.0374610689483,18.24120098579324,28.46827459548256
2024-04-09,22.971525625713795,18.29073782879412,27.708839528703333
2024-04-10,21.06558599644086,16.07143671388002,25.706016430249882
2024-04-11,21.535669385675995,16.85507926502762,26.65354614387041
2024-04-12,22.465503673184504,17.791521017364527,26.92385844983045
2024-04-13,23.011770441244888,18.287563001558894,27.60937208305385
2024-04-14,22.024617508520514,17.25354531874226,26.573404876443966
2024-04-15,23.39674331557317,18.279356050005653,28.311674759564497
2024-04-16,23.330807872335736,18.381687096886267,28.19922265220082
2024-04-17,21.42486824306374,16.539776455041878,26.13439914350542
2024-04-18,21.894951632299605,17.09360084910343,26.603552333089514
2024-04-19,22.82478591980368,18.204464798780812,27.665120302732383
2024-04-20,23.371052687866435,18.75567560951908,28.19041203278814
2024-04-21,22.383899755145194,17.18239789732558,27.12023976497707
2024-04-22,23.75602556219804,18.774178660264383,29.041220930154253
2024-04-23,23.69009011895535,18.869701721535687,28.61759774486228
2024-04-24,21.78415048968464,16.577244795889918,26.767514152488076
2024-04-25,22.254233878916764,17.25095805325967,27.06679756167876
2024-04-26,23.18406816642696,18.664662712402894,28.312930105278888
2024-04-27,23.73033493448797,19.18498974042287,28.382293673244558
2024-04-28,22.743182001766538,17.82239973435738,27.41765453035934
2024-04-29,24.115307808814222,19.121804379796345,29.377898001339446
2024-04-30,24.049372365582638,19.274359742246865,29.15207163524046
